wastage_id,outlet_id,wastage_date,waste_type,quantity_kg,estimated_cost,reason
367,1,2018-05-03,spoilage,0.16,19.7,pre-optimisation batch sizing
368,1,2018-05-03,returned_order,0.02,2.72,pre-optimisation batch sizing
369,1,2018-05-04,prep_waste,1.4,152.15,pre-optimisation batch sizing
370,1,2018-05-04,unsold_cooked,0.35,40.9,pre-optimisation batch sizing
371,1,2018-05-04,spoilage,0.17,23.39,pre-optimisation batch sizing
372,1,2018-05-04,returned_order,0.02,2.78,pre-optimisation batch sizing
373,1,2018-05-05,prep_waste,0.84,117.65,pre-optimisation batch sizing
374,1,2018-05-05,unsold_cooked,0.71,83.89,pre-optimisation batch sizing
375,1,2018-05-05,spoilage,0.18,28.42,pre-optimisation batch sizing
376,1,2018-05-05,returned_order,0.02,2.13,pre-optimisation batch sizing
377,1,2018-05-06,prep_waste,1.08,136.73,pre-optimisation batch sizing
378,1,2018-05-06,unsold_cooked,0.38,40.5,pre-optimisation batch sizing
379,1,2018-05-06,spoilage,0.18,25.53,pre-optimisation batch sizing
380,1,2018-05-06,returned_order,0.02,3.06,pre-optimisation batch sizing
381,1,2018-05-07,prep_waste,1.08,132.75,pre-optimisation batch sizing
382,1,2018-05-07,unsold_cooked,0.37,55.17,pre-optimisation batch sizing
383,1,2018-05-07,spoilage,0.18,24.1,pre-optimisation batch sizing
384,1,2018-05-07,returned_order,0.02,2.37,pre-optimisation batch sizing
385,1,2018-05-08,prep_waste,1.21,142.98,pre-optimisation batch sizing
386,1,2018-05-08,unsold_cooked,0.43,50.17,pre-optimisation batch sizing
387,1,2018-05-08,spoilage,0.14,15.55,pre-optimisation batch sizing
388,1,2018-05-08,returned_order,0.02,2.83,pre-optimisation batch sizing
389,1,2018-05-09,prep_waste,0.64,93.61,pre-optimisation batch sizing
390,1,2018-05-09,unsold_cooked,0.5,56.16,pre-optimisation batch sizing
391,1,2018-05-09,spoilage,0.17,26.52,pre-optimisation batch sizing
392,1,2018-05-09,returned_order,0.02,2.33,pre-optimisation batch sizing
393,1,2018-05-10,prep_waste,1.4,164.48,pre-optimisation batch sizing
394,1,2018-05-10,unsold_cooked,0.53,65.3,pre-optimisation batch sizing
395,1,2018-05-10,spoilage,0.21,24.13,pre-optimisation batch sizing
396,1,2018-05-10,returned_order,0.02,3.0,pre-optimisation batch sizing
397,1,2018-05-11,prep_waste,0.65,81.52,pre-optimisation batch sizing
398,1,2018-05-11,unsold_cooked,0.56,78.03,pre-optimisation batch sizing
399,1,2018-05-11,spoilage,0.17,22.47,pre-optimisation batch sizing
400,1,2018-05-11,returned_order,0.02,2.15,pre-optimisation batch sizing
401,1,2018-05-12,prep_waste,1.17,141.28,pre-optimisation batch sizing
402,1,2018-05-12,unsold_cooked,0.62,69.8,pre-optimisation batch sizing
403,1,2018-05-12,spoilage,0.12,18.07,pre-optimisation batch sizing
404,1,2018-05-12,returned_order,0.02,2.16,pre-optimisation batch sizing
405,1,2018-05-13,prep_waste,1.24,187.17,pre-optimisation batch sizing
406,1,2018-05-13,unsold_cooked,0.63,82.89,pre-optimisation batch sizing
407,1,2018-05-13,spoilage,0.25,29.81,pre-optimisation batch sizing
408,1,2018-05-13,returned_order,1.06,159.53,pre-optimisation batch sizing
409,1,2018-05-14,prep_waste,1.12,158.51,pre-optimisation batch sizing
410,1,2018-05-14,unsold_cooked,0.59,79.32,pre-optimisation batch sizing
411,1,2018-05-14,spoilage,0.19,28.93,pre-optimisation batch sizing
412,1,2018-05-14,returned_order,0.7,96.15,pre-optimisation batch sizing
413,1,2018-05-15,prep_waste,1.12,123.83,pre-optimisation batch sizing
414,1,2018-05-15,unsold_cooked,0.75,109.83,pre-optimisation batch sizing
415,1,2018-05-15,spoilage,0.22,32.76,pre-optimisation batch sizing
416,1,2018-05-15,returned_order,0.02,2.84,pre-optimisation batch sizing
417,1,2018-05-16,prep_waste,0.79,86.7,pre-optimisation batch sizing
418,1,2018-05-16,unsold_cooked,0.75,80.73,pre-optimisation batch sizing
419,1,2018-05-16,spoilage,0.27,31.42,pre-optimisation batch sizing
420,1,2018-05-16,returned_order,0.02,2.31,pre-optimisation batch sizing
421,1,2018-05-17,prep_waste,0.95,131.92,pre-optimisation batch sizing
422,1,2018-05-17,unsold_cooked,0.52,56.57,pre-optimisation batch sizing
423,1,2018-05-17,spoilage,0.14,20.02,pre-optimisation batch sizing
424,1,2018-05-17,returned_order,0.02,2.67,pre-optimisation batch sizing
425,1,2018-05-18,prep_waste,1.26,175.86,pre-optimisation batch sizing
426,1,2018-05-18,unsold_cooked,0.78,89.75,pre-optimisation batch sizing
427,1,2018-05-18,spoilage,0.16,24.62,pre-optimisation batch sizing
428,1,2018-05-18,returned_order,0.02,2.74,pre-optimisation batch sizing
429,1,2018-05-19,prep_waste,1.06,145.77,pre-optimisation batch sizing
430,1,2018-05-19,unsold_cooked,0.57,69.33,pre-optimisation batch sizing
431,1,2018-05-19,spoilage,0.13,13.94,pre-optimisation batch sizing
432,1,2018-05-19,returned_order,0.02,2.2,pre-optimisation batch sizing
433,1,2018-05-20,prep_waste,1.05,116.4,pre-optimisation batch sizing
434,1,2018-05-20,unsold_cooked,0.34,39.25,pre-optimisation batch sizing
435,1,2018-05-20,spoilage,0.27,40.37,pre-optimisation batch sizing
436,1,2018-05-20,returned_order,0.02,2.14,pre-optimisation batch sizing
437,1,2018-05-21,prep_waste,0.88,129.14,pre-optimisation batch sizing
438,1,2018-05-21,unsold_cooked,0.57,66.4,pre-optimisation batch sizing
439,1,2018-05-21,spoilage,0.2,27.4,pre-optimisation batch sizing
440,1,2018-05-21,returned_order,0.02,2.77,pre-optimisation batch sizing
441,1,2018-05-22,prep_waste,0.65,79.89,pre-optimisation batch sizing
442,1,2018-05-22,unsold_cooked,0.59,87.69,pre-optimisation batch sizing
443,1,2018-05-22,spoilage,0.12,17.23,pre-optimisation batch sizing
444,1,2018-05-22,returned_order,0.02,2.86,pre-optimisation batch sizing
445,1,2018-05-23,prep_waste,0.85,128.81,pre-optimisation batch sizing
446,1,2018-05-23,unsold_cooked,0.64,89.95,pre-optimisation batch sizing
447,1,2018-05-23,spoilage,0.12,15.38,pre-optimisation batch sizing
448,1,2018-05-23,returned_order,0.77,110.34,pre-optimisation batch sizing
449,1,2018-05-24,prep_waste,1.42,153.47,pre-optimisation batch sizing
450,1,2018-05-24,unsold_cooked,0.77,106.22,pre-optimisation batch sizing
451,1,2018-05-24,spoilage,0.27,38.08,pre-optimisation batch sizing
452,1,2018-05-24,returned_order,0.02,2.73,pre-optimisation batch sizing
453,1,2018-05-25,prep_waste,0.82,112.21,pre-optimisation batch sizing
454,1,2018-05-25,unsold_cooked,0.72,77.77,pre-optimisation batch sizing
455,1,2018-05-25,spoilage,0.12,17.16,pre-optimisation batch sizing
456,1,2018-05-25,returned_order,0.63,94.32,pre-optimisation batch sizing
457,1,2018-05-26,prep_waste,0.85,122.12,pre-optimisation batch sizing
458,1,2018-05-26,unsold_cooked,0.37,51.49,pre-optimisation batch sizing
459,1,2018-05-26,spoilage,0.27,28.94,pre-optimisation batch sizing
460,1,2018-05-26,returned_order,0.02,2.36,pre-optimisation batch sizing
461,1,2018-05-27,prep_waste,1.48,192.86,pre-optimisation batch sizing
462,1,2018-05-27,unsold_cooked,0.51,72.82,pre-optimisation batch sizing
463,1,2018-05-27,spoilage,0.14,16.82,pre-optimisation batch sizing
464,1,2018-05-27,returned_order,0.02,2.82,pre-optimisation batch sizing
465,1,2018-05-28,prep_waste,0.64,85.34,pre-optimisation batch sizing
466,1,2018-05-28,unsold_cooked,0.35,43.55,pre-optimisation batch sizing
467,1,2018-05-28,spoilage,0.26,30.78,pre-optimisation batch sizing
468,1,2018-05-28,returned_order,0.02,2.94,pre-optimisation batch sizing
469,1,2018-05-29,prep_waste,0.91,97.55,pre-optimisation batch sizing
470,1,2018-05-29,unsold_cooked,0.68,101.87,pre-optimisation batch sizing
471,1,2018-05-29,spoilage,0.23,29.88,pre-optimisation batch sizing
472,1,2018-05-29,returned_order,0.61,87.13,pre-optimisation batch sizing
473,1,2018-05-30,prep_waste,0.74,94.11,pre-optimisation batch sizing
474,1,2018-05-30,unsold_cooked,0.41,46.81,pre-optimisation batch sizing
475,1,2018-05-30,spoilage,0.15,20.51,pre-optimisation batch sizing
476,1,2018-05-30,returned_order,0.69,101.17,pre-optimisation batch sizing
477,1,2018-05-31,prep_waste,1.01,131.75,pre-optimisation batch sizing
478,1,2018-05-31,unsold_cooked,0.68,78.71,pre-optimisation batch sizing
479,1,2018-05-31,spoilage,0.19,20.44,pre-optimisation batch sizing
480,1,2018-05-31,returned_order,0.02,2.63,pre-optimisation batch sizing
481,1,2018-06-01,prep_waste,0.82,103.12,pre-optimisation batch sizing
482,1,2018-06-01,unsold_cooked,0.79,111.81,pre-optimisation batch sizing
483,1,2018-06-01,spoilage,0.15,21.4,pre-optimisation batch sizing
484,1,2018-06-01,returned_order,0.02,2.82,pre-optimisation batch sizing
485,1,2018-06-02,prep_waste,1.32,201.03,pre-optimisation batch sizing
486,1,2018-06-02,unsold_cooked,0.67,77.75,pre-optimisation batch sizing
487,1,2018-06-02,spoilage,0.18,24.06,pre-optimisation batch sizing
488,1,2018-06-02,returned_order,0.62,93.99,pre-optimisation batch sizing
489,1,2018-06-03,prep_waste,0.66,76.01,pre-optimisation batch sizing
490,1,2018-06-03,unsold_cooked,0.34,42.8,pre-optimisation batch sizing
491,1,2018-06-03,spoilage,0.13,14.78,pre-optimisation batch sizing
492,1,2018-06-03,returned_order,0.02,2.91,pre-optimisation batch sizing
493,1,2018-06-04,prep_waste,1.11,152.79,pre-optimisation batch sizing
494,1,2018-06-04,unsold_cooked,0.55,76.69,pre-optimisation batch sizing
495,1,2018-06-04,spoilage,0.23,24.97,pre-optimisation batch sizing
496,1,2018-06-04,returned_order,0.02,3.07,pre-optimisation batch sizing
497,1,2018-06-05,prep_waste,1.26,142.37,pre-optimisation batch sizing
498,1,2018-06-05,unsold_cooked,0.67,88.78,pre-optimisation batch sizing
499,1,2018-06-05,spoilage,0.13,18.52,pre-optimisation batch sizing
500,1,2018-06-05,returned_order,0.02,2.61,pre-optimisation batch sizing
501,1,2018-06-06,prep_waste,1.26,155.34,pre-optimisation batch sizing
502,1,2018-06-06,unsold_cooked,0.55,64.09,pre-optimisation batch sizing
503,1,2018-06-06,spoilage,0.15,22.13,pre-optimisation batch sizing
504,1,2018-06-06,returned_order,0.02,3.01,pre-optimisation batch sizing
505,1,2018-06-07,prep_waste,1.21,181.8,pre-optimisation batch sizing
506,1,2018-06-07,unsold_cooked,0.53,68.43,pre-optimisation batch sizing
507,1,2018-06-07,spoilage,0.21,27.41,pre-optimisation batch sizing
508,1,2018-06-07,returned_order,0.02,2.75,pre-optimisation batch sizing
509,1,2018-06-08,prep_waste,0.65,94.31,pre-optimisation batch sizing
510,1,2018-06-08,unsold_cooked,0.44,55.18,pre-optimisation batch sizing
511,1,2018-06-08,spoilage,0.25,34.81,pre-optimisation batch sizing
512,1,2018-06-08,returned_order,0.02,2.89,pre-optimisation batch sizing
513,1,2018-06-09,prep_waste,1.25,144.65,pre-optimisation batch sizing
514,1,2018-06-09,unsold_cooked,0.53,61.27,pre-optimisation batch sizing
515,1,2018-06-09,spoilage,0.26,38.35,pre-optimisation batch sizing
516,1,2018-06-09,returned_order,0.88,119.15,pre-optimisation batch sizing
517,1,2018-06-10,prep_waste,1.5,203.05,pre-optimisation batch sizing
518,1,2018-06-10,unsold_cooked,0.71,93.41,pre-optimisation batch sizing
519,1,2018-06-10,spoilage,0.23,31.3,pre-optimisation batch sizing
520,1,2018-06-10,returned_order,0.69,94.84,pre-optimisation batch sizing
521,1,2018-06-11,prep_waste,0.83,93.72,pre-optimisation batch sizing
522,1,2018-06-11,unsold_cooked,0.81,92.7,pre-optimisation batch sizing
523,1,2018-06-11,spoilage,0.27,31.49,pre-optimisation batch sizing
524,1,2018-06-11,returned_order,0.81,103.88,pre-optimisation batch sizing
525,1,2018-06-12,prep_waste,0.74,102.87,pre-optimisation batch sizing
526,1,2018-06-12,unsold_cooked,0.5,66.76,pre-optimisation batch sizing
527,1,2018-06-12,spoilage,0.27,35.37,pre-optimisation batch sizing
528,1,2018-06-12,returned_order,0.02,2.17,pre-optimisation batch sizing
529,1,2018-06-13,prep_waste,0.81,110.33,pre-optimisation batch sizing
530,1,2018-06-13,unsold_cooked,0.76,115.28,pre-optimisation batch sizing
531,1,2018-06-13,spoilage,0.22,27.57,pre-optimisation batch sizing
532,1,2018-06-13,returned_order,0.02,2.11,pre-optimisation batch sizing
533,1,2018-06-14,prep_waste,1.24,188.24,pre-optimisation batch sizing
534,1,2018-06-14,unsold_cooked,0.71,106.69,pre-optimisation batch sizing
535,1,2018-06-14,spoilage,0.12,12.81,pre-optimisation batch sizing
536,1,2018-06-14,returned_order,0.02,2.94,pre-optimisation batch sizing
537,1,2018-06-15,prep_waste,1.09,131.95,pre-optimisation batch sizing
538,1,2018-06-15,unsold_cooked,0.71,80.98,pre-optimisation batch sizing
539,1,2018-06-15,spoilage,0.17,23.59,pre-optimisation batch sizing
540,1,2018-06-15,returned_order,0.8,94.55,pre-optimisation batch sizing
541,1,2018-06-16,prep_waste,1.08,165.49,pre-optimisation batch sizing
542,1,2018-06-16,unsold_cooked,0.53,75.5,pre-optimisation batch sizing
543,1,2018-06-16,spoilage,0.16,19.04,pre-optimisation batch sizing
544,1,2018-06-16,returned_order,0.02,2.63,pre-optimisation batch sizing
545,1,2018-06-17,prep_waste,0.7,81.12,pre-optimisation batch sizing
546,1,2018-06-17,unsold_cooked,0.5,58.97,pre-optimisation batch sizing
547,1,2018-06-17,spoilage,0.15,21.51,pre-optimisation batch sizing
548,1,2018-06-17,returned_order,0.65,75.29,pre-optimisation batch sizing
549,1,2018-06-18,prep_waste,0.71,101.49,pre-optimisation batch sizing
550,1,2018-06-18,unsold_cooked,0.47,51.54,pre-optimisation batch sizing
551,1,2018-06-18,spoilage,0.15,15.5,pre-optimisation batch sizing
552,1,2018-06-18,returned_order,0.02,2.86,pre-optimisation batch sizing
553,1,2018-06-19,prep_waste,1.01,140.33,pre-optimisation batch sizing
554,1,2018-06-19,unsold_cooked,0.5,64.62,pre-optimisation batch sizing
555,1,2018-06-19,spoilage,0.13,15.13,pre-optimisation batch sizing
556,1,2018-06-19,returned_order,0.02,2.32,pre-optimisation batch sizing
557,1,2018-06-20,prep_waste,0.89,93.25,pre-optimisation batch sizing
558,1,2018-06-20,unsold_cooked,0.8,91.41,pre-optimisation batch sizing
559,1,2018-06-20,spoilage,0.18,24.26,pre-optimisation batch sizing
560,1,2018-06-20,returned_order,0.02,2.56,pre-optimisation batch sizing
561,1,2018-06-21,prep_waste,1.04,139.13,pre-optimisation batch sizing
562,1,2018-06-21,unsold_cooked,0.69,79.28,pre-optimisation batch sizing
563,1,2018-06-21,spoilage,0.21,28.84,pre-optimisation batch sizing
564,1,2018-06-21,returned_order,0.02,2.95,pre-optimisation batch sizing
565,1,2018-06-22,prep_waste,1.38,207.02,pre-optimisation batch sizing
566,1,2018-06-22,unsold_cooked,0.65,71.0,pre-optimisation batch sizing
567,1,2018-06-22,spoilage,0.15,20.66,pre-optimisation batch sizing
568,1,2018-06-22,returned_order,0.78,110.75,pre-optimisation batch sizing
569,1,2018-06-23,prep_waste,1.17,156.86,pre-optimisation batch sizing
570,1,2018-06-23,unsold_cooked,0.43,48.13,pre-optimisation batch sizing
571,1,2018-06-23,spoilage,0.23,30.66,pre-optimisation batch sizing
572,1,2018-06-23,returned_order,0.02,2.88,pre-optimisation batch sizing
573,1,2018-06-24,prep_waste,1.51,227.17,pre-optimisation batch sizing
574,1,2018-06-24,unsold_cooked,0.77,96.26,pre-optimisation batch sizing
575,1,2018-06-24,spoilage,0.13,18.91,pre-optimisation batch sizing
576,1,2018-06-24,returned_order,0.75,91.14,pre-optimisation batch sizing
577,1,2018-06-25,prep_waste,0.62,68.57,pre-optimisation batch sizing
578,1,2018-06-25,unsold_cooked,0.46,63.35,pre-optimisation batch sizing
579,1,2018-06-25,spoilage,0.14,18.68,pre-optimisation batch sizing
580,1,2018-06-25,returned_order,0.02,2.92,pre-optimisation batch sizing
581,1,2018-06-26,prep_waste,1.14,156.07,pre-optimisation batch sizing
582,1,2018-06-26,unsold_cooked,0.56,61.8,pre-optimisation batch sizing
583,1,2018-06-26,spoilage,0.12,15.88,pre-optimisation batch sizing
584,1,2018-06-26,returned_order,0.02,2.68,pre-optimisation batch sizing
585,1,2018-06-27,prep_waste,0.73,111.74,pre-optimisation batch sizing
586,1,2018-06-27,unsold_cooked,0.42,60.78,pre-optimisation batch sizing
587,1,2018-06-27,spoilage,0.22,30.4,pre-optimisation batch sizing
588,1,2018-06-27,returned_order,0.02,2.21,pre-optimisation batch sizing
589,1,2018-06-28,prep_waste,1.06,111.94,pre-optimisation batch sizing
590,1,2018-06-28,unsold_cooked,0.55,65.83,pre-optimisation batch sizing
591,1,2018-06-28,spoilage,0.14,17.48,pre-optimisation batch sizing
592,1,2018-06-28,returned_order,0.78,111.42,pre-optimisation batch sizing
593,1,2018-06-29,prep_waste,1.09,167.46,pre-optimisation batch sizing
594,1,2018-06-29,unsold_cooked,0.7,87.95,pre-optimisation batch sizing
595,1,2018-06-29,spoilage,0.16,19.19,pre-optimisation batch sizing
596,1,2018-06-29,returned_order,0.02,2.67,pre-optimisation batch sizing
597,1,2018-06-30,prep_waste,1.18,181.25,pre-optimisation batch sizing
598,1,2018-06-30,unsold_cooked,0.79,90.02,pre-optimisation batch sizing
599,1,2018-06-30,spoilage,0.22,23.35,pre-optimisation batch sizing
600,1,2018-06-30,returned_order,0.02,2.71,pre-optimisation batch sizing
601,1,2018-07-01,prep_waste,1.19,140.48,pre-optimisation batch sizing
602,1,2018-07-01,unsold_cooked,0.94,108.86,pre-optimisation batch sizing
603,1,2018-07-01,spoilage,0.17,18.68,pre-optimisation batch sizing
604,1,2018-07-01,returned_order,0.55,78.43,pre-optimisation batch sizing
605,1,2018-07-02,prep_waste,1.43,210.26,pre-optimisation batch sizing
606,1,2018-07-02,unsold_cooked,0.81,114.91,pre-optimisation batch sizing
607,1,2018-07-02,spoilage,0.19,20.15,pre-optimisation batch sizing
608,1,2018-07-02,returned_order,0.02,2.96,pre-optimisation batch sizing
609,1,2018-07-03,prep_waste,1.13,168.83,pre-optimisation batch sizing
610,1,2018-07-03,unsold_cooked,0.77,88.6,pre-optimisation batch sizing
611,1,2018-07-03,spoilage,0.16,18.06,pre-optimisation batch sizing
612,1,2018-07-03,returned_order,0.02,2.73,pre-optimisation batch sizing
613,1,2018-07-04,prep_waste,1.21,160.77,pre-optimisation batch sizing
614,1,2018-07-04,unsold_cooked,0.76,87.69,pre-optimisation batch sizing
615,1,2018-07-04,spoilage,0.21,23.12,pre-optimisation batch sizing
616,1,2018-07-04,returned_order,0.02,2.82,pre-optimisation batch sizing
617,1,2018-07-05,prep_waste,0.61,83.98,pre-optimisation batch sizing
618,1,2018-07-05,unsold_cooked,0.69,79.45,pre-optimisation batch sizing
619,1,2018-07-05,spoilage,0.15,22.53,pre-optimisation batch sizing
620,1,2018-07-05,returned_order,0.02,2.39,pre-optimisation batch sizing
621,1,2018-07-06,prep_waste,1.23,166.96,pre-optimisation batch sizing
622,1,2018-07-06,unsold_cooked,0.8,114.05,pre-optimisation batch sizing
623,1,2018-07-06,spoilage,0.21,29.79,pre-optimisation batch sizing
624,1,2018-07-06,returned_order,0.02,2.2,pre-optimisation batch sizing
625,1,2018-07-07,prep_waste,1.31,146.19,pre-optimisation batch sizing
626,1,2018-07-07,unsold_cooked,0.54,83.23,pre-optimisation batch sizing
627,1,2018-07-07,spoilage,0.26,31.08,pre-optimisation batch sizing
628,1,2018-07-07,returned_order,0.78,116.76,pre-optimisation batch sizing
629,1,2018-07-08,prep_waste,0.92,138.44,pre-optimisation batch sizing
630,1,2018-07-08,unsold_cooked,0.75,86.17,pre-optimisation batch sizing
631,1,2018-07-08,spoilage,0.26,38.1,pre-optimisation batch sizing
632,1,2018-07-08,returned_order,1.59,222.93,pre-optimisation batch sizing
633,1,2018-07-09,prep_waste,0.82,92.48,pre-optimisation batch sizing
634,1,2018-07-09,unsold_cooked,0.71,101.23,pre-optimisation batch sizing
635,1,2018-07-09,spoilage,0.27,41.7,pre-optimisation batch sizing
636,1,2018-07-09,returned_order,0.02,3.08,pre-optimisation batch sizing
637,1,2018-07-10,prep_waste,1.33,203.07,pre-optimisation batch sizing
638,1,2018-07-10,unsold_cooked,0.73,109.17,pre-optimisation batch sizing
639,1,2018-07-10,spoilage,0.19,23.75,pre-optimisation batch sizing
640,1,2018-07-10,returned_order,0.02,2.99,pre-optimisation batch sizing
641,1,2018-07-11,prep_waste,1.48,210.33,pre-optimisation batch sizing
642,1,2018-07-11,unsold_cooked,0.78,86.19,pre-optimisation batch sizing
